poiID,type,poiName,overview,xmlID,street,town,postcode,area,county,country,telephone,telephoneTitle1,telephone1,telephoneDetail1,telephoneTitle2,telephone2,telephoneDetail2,telephoneTitle3,telephone3,telephoneDetail3,telephoneTitle4,telephone4,url,train ,tube,tram,bus,openingTimes,monthsClosed,daysClosed,wheelchairAccess,wheelchairAccessText,foodAndDrink,Shop,guidedTours,audioTours,toursText,Price - to be deleted once entered,adult,concessions,child,childText,priceText,currency,lat,long,indoor,timeInMins,unmissable,topChoice,theme,seoURL,metaTITLE,metaDESC,taxonomy - to be deleted later,cuisine,priceCat,additional_info,whatsOnTitle1,whatsOnTicketPrice1,whatsOnTheme1,whatsOnDescription1,boxOfficeTelephone1,whatsOnURL1,whatsOnStartDate1,whatsOnEndDate1,whatsOnRepeat1,whatsOnTitle2,whatsOnTicketPrice2,whatsOnTheme2,whatsOnDescription2,boxOfficeTelephone2,whatsOnURL2,whatsOnStartDate2,whatsOnEndDate2,whatsOnRepeat2,whatsOnTitle3,whatsOnTicketPrice3,whatsOnTheme3,whatsOnDescription3,boxOfficeTelephone3,whatsOnURL3,whatsOnStartDate3,whatsOnEndDate3,whatsOnRepeat3,whatsOnTitle4,whatsOnTicketPrice4,whatsOnTheme4,whatsOnDescription4,boxOfficeTelephone4,whatsOnURL4,whatsOnStartDate4,whatsOnEndDate4,whatsOnRepeat4,whatsOnTitle5,whatsOnTicketPrice5,whatsOnTheme5,whatsOnDescription5,boxOfficeTelephone5,whatsOnURL5,whatsOnStartDate5,whatsOnEndDate5,whatsOnRepeat5,whatsOnTitle6,whatsOnTicketPrice6,whatsOnTheme6,whatsOnDescription6,boxOfficeTelephone6,whatsOnURL6,whatsOnStartDate6,whatsOnEndDate6,whatsOnRepeat6,whatsOnTitle7,whatsOnTicketPrice7,whatsOnTheme7,whatsOnDescription7,boxOfficeTelephone7,whatsOnURL7,whatsOnStartDate7,whatsOnEndDate7,whatsOnRepeat7,whatsOnTitle8,whatsOnTicketPrice8,whatsOnTheme8,whatsOnDescription8,boxOfficeTelephone8,whatsOnURL8,whatsOnStartDate8,whatsOnEndDate8,whatsOnRepeat8,whatsOnTitle9,whatsOnTicketPrice9,whatsOnTheme9,whatsOnDescription9,boxOfficeTelephone9,whatsOnURL9,whatsOnStartDate9,whatsOnEndDate9,whatsOnRepeat9,whatsOnTitle10,whatsOnTicketPrice10,whatsOnTheme10,whatsOnDescription10,boxOfficeTelephone10,whatsOnURL10,whatsOnStartDate10,whatsOnEndDate10,whatsOnRepeat10,whatsOnTitle11,whatsOnTicketPrice11,whatsOnTheme11,whatsOnDescription11,boxOfficeTelephone11,whatsOnURL11,whatsOnStartDate11,whatsOnEndDate11,whatsOnRepeat11,whatsOnTitle12,whatsOnTicketPrice12,whatsOnTheme12,whatsOnDescription12,boxOfficeTelephone12,whatsOnURL12,whatsOnStartDate12,whatsOnEndDate12,whatsOnRepeat12,whatsOnTitle13,whatsOnTicketPrice13,whatsOnTheme13,whatsOnDescription13,boxOfficeTelephone13,whatsOnURL13,whatsOnStartDate13,whatsOnEndDate13,whatsOnRepeat9,whatsOnTitle14,whatsOnTicketPrice14,whatsOnTheme14,whatsOnDescription14,boxOfficeTelephone14,whatsOnURL14,whatsOnStartDate14,whatsOnEndDate14,whatsOnRepeat9,whatsOnTitle15,whatsOnTicketPrice15,whatsOnTheme15,whatsOnDescription15,boxOfficeTelephone15,whatsOnURL15,whatsOnStartDate15,whatsOnEndDate15,whatsOnRepeat15,whatsOnTitle16,whatsOnTicketPrice16,whatsOnTheme16,whatsOnDescription16,boxOfficeTelephone16,whatsOnURL16,whatsOnStartDate16,whatsOnEndDate16,whatsOnRepeat16,whatsOnTitle17,whatsOnTicketPrice17,whatsOnTheme17,whatsOnDescription17,boxOfficeTelephone17,whatsOnURL17,whatsOnStartDate17,whatsOnEndDate17,whatsOnRepeat17,whatsOnTitle18,whatsOnTicketPrice18,whatsOnTheme18,whatsOnDescription18,boxOfficeTelephone18,whatsOnURL18,whatsOnStartDate18,whatsOnEndDate18,whatsOnRepeat18,whatsOnTitle19,whatsOnTicketPrice19,whatsOnTheme19,whatsOnDescription19,boxOfficeTelephone19,whatsOnURL19,whatsOnStartDate19,whatsOnEndDate19,whatsOnRepeat19,whatsOnTitle20,whatsOnTicketPrice20,whatsOnTheme20,whatsOnDescription20,boxOfficeTelephone20,whatsOnURL20,whatsOnStartDate20,whatsOnEndDate20,whatsOnRepeat20,whatsOnTitle21,whatsOnTicketPrice21,whatsOnTheme21,whatsOnDescription21,boxOfficeTelephone21,whatsOnURL21,whatsOnStartDate21,whatsOnEndDate21,whatsOnRepeat21,related
rome_sight_0013,catalogue,Ai Monasteri,"<p>Monasteries from all across Italy supply their home-made honey, liqueur, beauty products, elixirs and other products to be sold at <strong>Ai Monasteri</strong>.</p>",TT_ROME087SHOPS_002,Corso Rinascimento 72,Rome,00186,Piazza Navona & Campo de’ Fiori,,Italy,06 6880 2783,,,,,,,,,,,,www.emonasteri.it,,,,"30, 70, 81, 87, 116, 116T, 130F, 186, 492, 628, C3, N7",10am–1pm & 3pm–7:30pm daily,,,,,,,,,,,,,,,<p>Free entry</p>,EUR,41.900211,12.473959,TRUE,,FALSE,FALSE,Shopping,shopping,,,Around Piazza Navona | Shops | Shopping |,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rome_sight_0014,,Ai Tre Scalini,"<p>One of the hippest bars in town, <strong>Ai Tre Scalini</strong> serves excellent wines, beers and savory delicacies.</p>",,Via Panisperna 251,Rome,00184,Piazza di Spagna & Trevi Fountain,,Italy,06 4890 7495,,,,,,,,,,,,,,Cavour,,117,Daily dinner only,,,FALSE,,,,,,,,,,,,<p>Free entry</p>,EUR,41.896298,12.490494,TRUE,,FALSE,FALSE,"Food and Drink, Cafés and Bars",food-and-drink,,,,Enoteche,£,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rome_sight_0017,catalogue,Al 34,<p><strong>Al 34</strong> has excellently priced menus featuring inventive Italian cooking. Try the pistachio-encrusted pork on smoked gouda.</p>,TT_ROME117PLAEAT_008,Via Mario de’ Fiori 34,Rome,00187,Piazza di Spagna & Trevi Fountain,,Italy,06 679 5091,,,,,,,,,,,,www.ristoranteal34.it,,Spagna and Barberini,,"116, 116T, 117, 119, 590","Daily, Mon dinner only",,,TRUE,,,,,,,"For a three-course meal for one with half a bottle of wine (or equivalent meal), taxes and extra charges. : €30–40",,,,,<p>Free entry</p>,EUR,41.906102,12.480841,TRUE,,FALSE,FALSE,Food and Drink,food-and-drink,,,The Spanish Steps and Villa Borghese | Places to Eat | Restaurant |,Modern Italian,£,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rome_sight_0018,,Al Bric,"<p><strong>Al Bric</strong>&rsquo;s impeccable wine list is matched by the tempting creations from the kitchen, all served in a cozy, romantic setting. Excellent range of cold cheese boards and warm dishes, such as <em>parmigiano reggiano</em> with black truffle.</p>",,Via del Pellegrino 51,Rome,00186,Piazza Navona & Campo de’ Fiori,,Italy,06 687 9533,,,,,,,,,,,,www.albric.it,,,,"46, 62, 64, 116T, 571, 916, 916F, N5, N15, N20",Tue–Sun dinner only,,Mon,TRUE,,,,,,,,,,,,<p>Free entry</p>,EUR,41.896461,12.471166,TRUE,,FALSE,FALSE,Food and Drink,food-and-drink,,,,Fine Dining,££,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rome_sight_0019,catalogue,Al Duello,"<p>Hearty Roman fare is served at the popular <strong>Al Duello</strong>, named after the infamous duel in which the painter Caravaggio killed his opponent. Tucked away in a quiet side street off Via della Scrofa.</p>",,Vicolo della Vaccarella 11,Rome,00186,Piazza Navona & Campo de’ Fiori,,Italy,06 687 3348,,,,,,,,,,,,,,,,"30, 70, 81, 87, 130F, 186, 492, 628, N6, N7",Mon–Sat dinner only,,Sun,,,,,,,,,,,,,<p>Free entry</p>,EUR,41.900969,12.47504,TRUE,,FALSE,FALSE,Food and Drink,food-and-drink,,,,Traditional Roman,££,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rome_sight_0020,catalogue,Al Maharajah,"<p>Tandoori dishes are the speciality at <strong>Al Maharajah</strong>, an elegant Indian restaurant. Fixed menus are available.</p>",TT_ROME131PLAEAT_006_R12,Via dei Serpenti 124,Rome,00184,Piazza di Spagna & Trevi Fountain,,Italy,06 474 7144,,,,,,,,,,,,www.maharajah-roma.com,,Cavour,,"40, 60, 64, 70, 71, 117, 170, H, N7, N8, N9, N15, N18",Daily,,,TRUE,,,,,,,"For a three-course meal for one with half a bottle of wine (or equivalent meal), taxes and extra charges. : €30–40",,,,,<p>Free entry</p>,EUR,41.8953473766667,12.4905006433333,TRUE,,FALSE,FALSE,Food and Drink,food-and-drink,,,The Esquiline and Lateran | Places to Eat | Restaurant |,Asian,£,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rome_sight_0021,catalogue,Al Sogno,"<p>Enjoy a nostalgic trip browsing through <strong>Al Sogno</strong>&rsquo;s precious dolls and doll&rsquo;s houses, (almost) life-size teddy bears and all kinds of wooden toys.</p>",TT_ROME087SHOPS_027_R12,Piazza Navona 53,Rome,00186,Piazza Navona & Campo de’ Fiori,,Italy,06 686 4198,,,,,,,,,,,,www.alsogno.com,,,,"30, 70, 81, 87, 116, 116T, 130F, 186, 492, 628, C3, N7","10am–7:30pm Tue–Sat, closed Mon morning",,Sun,TRUE,,,,,,,,,,,,<p>Free entry</p>,EUR,41.900119,12.473138,TRUE,,FALSE,FALSE,"Family Friendly, Shopping",shopping,,,Around Piazza Navona | Shops | Shopping |,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rome_sight_0022,catalogue,Alberto di Castro,"<p>Etchings, lithographs and other prints from the 1660s to the 1920s are on sale at <strong>Alberto di Castro</strong>.</p>",TT_ROME113ARTANT_005,Piazza di Spagna 5,Rome,00187,Piazza di Spagna & Trevi Fountain,,Italy,06 679 2269,,,,,,,,,,,,www.dicastro.com,Flaminio,Spagna,,"117, 119","Gallery: 9am–1pm & 3:30–7:30pm Mon–Fri, 9am–1pm Sat",,Sun,TRUE,,,,,,,,,,,,<p>Free entry</p>,EUR,41.906693,12.481577,TRUE,,FALSE,FALSE,Shopping,shopping,,,The Spanish Steps and Villa Borghese | Art and Antiques Shops | Shopping |,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rome_sight_0023,catalogue,Alexanderplatz,"<p>Located a little bit off the beaten track in Prati, <strong>Alexanderplatz</strong> is one of the best jazz clubs in Rome, and has played host to the likes of Winton Marsalis, Lionel Hampton, George Coleman and many other international jazz stars. Excellent food is served &ndash; advance reservations are highly recommended.</p>","TT_ROME078PUBBAR_001, TT_ROME147LIVMUS_001",Via Ostia 9,Rome,00192,The Vatican,,Italy,06 3974 2867,,,,,,,,,,,,www.alexanderplatzjazzclub.com,,Ottaviano and Cipro,,"490, 492, 496, 913, 913F, 913FL, 990, 991, 999, N1, N6",Daily from 7pm,,,FALSE,,,,,,,,,,,,<p>Free entry</p>,EUR,41.9091540823777,12.4535805001605,TRUE,,FALSE,Entertainment and Nightlife,"Food and Drink, Entertainment and Nightlife, Cafés and Bars",entertainment,Alexanderplatz Rome | Alexanderplatz Jazz Club,Alexanderplatz is a jazz club in Rome that has hosted many international jazz stars. Plan your visit to the Alexanderplatz in Rome with DK Trip Planner.,,,,,Live Jazz,Tickets €10.00 (including first drink or free entry with dinner reservations),Classical and Contemporary Music,"<p>Live music every night in the city&rsquo;s most prestigious jazz joint, featuring Italian and international artists.</p>",06 3974 2171,,13th March 2014,,"7,d",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rome_sight_0024,catalogue,All Saints,"<p>In 1816 the pope gave English residents and visitors the right to hold Anglican services in Rome, but it wasn&rsquo;t until the early 1880s that they acquired a site to build their own church, <strong>All Saints</strong>.</p><p>The architect was G E Street, best-known in Britain for his Neo-Gothic churches and London’s Law Courts, and his style can be seen in the Victorian Neo-Gothic exterior of All Saints. Inside, though splendidly decorated with different coloured Italian marbles, the church has a very English air.</p><p>The street on which All Saints stands got its name from the Fontana del Sileno, known as Babuino (baboon) due to the sad condition in which the fountain and its statue was found.</p>",EWTG_ROME135ALLSAI,Via del Babuino 153B,Rome,00187,Piazza di Spagna & Trevi Fountain,,Italy,06 3600 1881,,,,,,,,,,,,www.allsaintsrome.org,,Spagna,,"117, 119",8am–4pm daily,,,TRUE,,,,,,,,0,0,0,,<p>Free entry</p>,EUR,41.908297,12.479146,TRUE,,FALSE,FALSE,Religious Buildings,places-of-worship,,,"Churches, Temples and Shrines | PIAZZA DI SPAGNA |",,,church_services |,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Babington’s Tea Rooms
rome_sight_0026,,Ambasciata d’Abruzzo,"<p>Traditional Abruzzese dishes, such as <em>maccheroni</em> with lamb <em>rag&ugrave;</em>, combine with Roman favourites in a convivial setting at <strong>Ambasciata d&rsquo;Abruzzo</strong>.</p>",,Via Pietro Tacchini 26,Rome,00197,Beyond the Centre,,Italy,06 807 8256,,,,,,,,,,,,www.ambasciatadiabruzzo.com,Euclide,,,"168, 223, 910, 926",Daily,Aug,,TRUE,,,,,,,"For a three-course meal for one with half a bottle of wine (or equivalent meal), taxes and extra charges. : over €60",,,,,<p>Free entry</p>,EUR,41.923113,12.484618,TRUE,,FALSE,FALSE,Food and Drink,food-and-drink,,,,Regional Italian,££,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rome_sight_0027,catalogue,Amphitheatrum Castrense,"<p>Dating from the 3rd century, well-preserved <strong>Amphitheatrum Castrense</strong> was used for games and baiting animals. It owes its good condition to the fact that it was incorporated into the Aurelian Wall, which included several existing high buildings in its fortifications. Amphitheatrum Castrense is best seen from outside the walls, from where there is also a good view of the bell tower of Santa Croce in Gerusalemme.</p>",EWTG_ROME180AMPCAS,Viale Castrense 33,Rome,00182,Esquiline & Lateran,,Italy,,,,,,,,,,,,,,Ponte Casilino,Re Di Roma,Carlo Felice,"16, 81, 649, 810",Closed to the public,,,,,,,,,,,0,0,0,,<p>Free entry</p>,EUR,41.887427,12.515026,FALSE,,FALSE,FALSE,Ancient Ruins,famous-landmarks,,,LATERAN |,,,location: Between Piazza di Santa Croce in Gerusalemme and Viale Castrense. | transport - tram: 3. |,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rome_sight_0028,catalogue,Andrea,<p>Don’t let the dated decor at <strong>Andrea</strong> put you off &ndash; the the food is delicious and the service very friendly. The <em>suppl&igrave;</em> (rice croquette) is a classic starter at this congenial restaurant.</p>,TT_ROME137PLAEAT_005,Via Sardegna 28,Rome,00187,Villa Borghese & Northern Rome,,Italy,06 482 1891,,,,,,,,,,,,www.ristoranteandrea.eu,,Barberini,,"61, 116, 116T, 160, 160F, C3, N1, N25","Mon–Sat, Sat dinner only",,Sun,TRUE,,,,,,,"For a three-course meal for one with half a bottle of wine (or equivalent meal), taxes and extra charges. : over €60",,,,,<p>Free entry</p>,EUR,41.9090092355025,12.4894653484307,TRUE,,FALSE,FALSE,Food and Drink,food-and-drink,,,The Quirinal and Via Veneto | Places to Eat | Restaurant |,Traditional Roman,££,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rome_sight_0029,,Angelina a Testaccio,"<p>Shabby chic <strong>Angelina a Testaccio</strong> offers a tempting Sunday brunch. For dinner, try the traditional Roman dishes consisting mainly of offal.</p>",,Via Galvani 24A,Rome,00153,Piazza di Spagna & Trevi Fountain,,Italy,06 5728 3840,,,,,,,,,,,,www.ristoranteangelina.com/en/angelina-in-testaccio.html,Porta S. Paolo,Piramide,Marmorata-Galvani,"83, 673, 719","Mon–Sat dinner only, Sun lunch only",,,TRUE,,,,,,,,,,,,<p>Free entry</p>,EUR,41.876973,12.475101,TRUE,,FALSE,FALSE,Food and Drink,food-and-drink,,,,Traditional Roman,£,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rome_sight_0030,catalogue,Angelina a Trevi,"<p><strong>Angelina a Trevi</strong> is a romantic coffee-tavern created inside a gardener&rsquo;s workshop. All meals, from breakfast to dinner, are served using only the freshest ingredients.</p>",TT_ROME116PUBCAF_026_R13,Via Poli 27,Rome,00187,Piazza di Spagna & Trevi Fountain,,Italy,06 679 7274,,,,,,,,,,,,www.ristoranteangelina.com/en/angelina-in-trevi.html,,,,"52, 53, 62, 63, 71, 80, 80B, 83, 85, 119, 160, 160F, 175, 492, N4, N5","Daily, Mon–Fri dinner only",,,TRUE,Partial,,,,,,,,,,,<p>Free entry</p>,EUR,41.902543,12.482649,TRUE,,FALSE,FALSE,"Food and Drink, Cafés and Bars",food-and-drink,,,"The Spanish Steps and Villa Borghese | Pubs, Cafés and Bars | Restaurant |",Traditional Roman,£,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rome_sight_0031,catalogue,Angolo Divino,<p><strong>Angolo Divino</strong> is an intimate and romantic <em>enoteca</em>. The warm chocolate cake is almost as divine as the wine list.</p>,,Via dei Balestrari,Rome,00186,Piazza Navona & Campo de’ Fiori,,Italy,06 686 4413,,,,,,,,,,,,,,,Arenula/cairoli,116,Daily,,,,,,,,,,,,,,,<p>Free entry</p>,EUR,41.894655,12.472172,TRUE,,FALSE,FALSE,Food and Drink,food-and-drink,,,,Enoteche,£,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rome_sight_0032,catalogue,Antica Birreria Peroni,"<p>A 1960s beer hall sponsored by Italy&rsquo;s biggest brewery, <strong>Antica Birreria Peroni</strong> is a casual spot to have a beer &ndash; try their &ldquo;Blue Ribbon&rdquo; Nastro Azzurro label. The buffet snacks and scrumptious main dishes cross Roman and Germanic influences, and the Art Deco murals feature cherubs playing sports and promising, &ldquo;He who drinks beer lives to 100&rdquo;.</p>","TT_ROME074RESTAU_010, TT_ROME117PLAEAT_004",Via San Marcello 19,Rome,00187,Piazza di Spagna & Trevi Fountain,,Italy,06 679 5310,,,,,,,,,,,,www.anticabirreriaperoni.net,,,,"53, 62, 63, 80, 80B, 83, 85, 119, 160, 160F, 175, 492, C3, N4, N5",noon–midnight Mon–Sat,,Sun,TRUE,,,,,,,"For a three-course meal for one with half a bottle of wine (or equivalent meal), taxes and extra charges. : under €30",,,,,<p>Free entry</p>,EUR,41.898875,12.482456,TRUE,,FALSE,FALSE,"Food and Drink, Cafés and Bars",food-and-drink,,,,Traditional Roman,£,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rome_sight_0033,catalogue,Antica Pesa,"<p>Many Hollywood celebrities have dined at <strong>Antica Pesa</strong>, as attested by the pictures at the entrance. Contemporary frescoes, a classy ambience and a splendid garden act as the perfect backdrop for the high-quality Roman cuisine. Try the usual classics, like <em>amatriciana</em>. Extensive but pricey wine list.</p>",TT_ROME074RESTAU_023_R13,Via Garibaldi 18,Rome,00153,Trastevere & Janiculum Hill,,Italy,06 580 9236,,,,,,,,,,,,www.anticapesa.it,,,,125,"Daily, Sun dinner only",,"1 Jan, 26 Dec",TRUE,,,,,,,"For a three-course meal for one with half a bottle of wine (or equivalent meal), taxes and extra charges. : over €60",,,,,<p>Free entry</p>,EUR,41.8905525288679,12.4664817005395,TRUE,,FALSE,Food and Drink,Food and Drink,food-and-drink,Antica Pesa | Antica Pesa Restaurant Rome,"A popular restaurant with Hollywood celebs, Antica Pesa Restaurant has a fabulous garden and high-class cuisine. Plan a visit today with DK Trip Planner.",Restaurants | Restaurant |,Fine Dining,££,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rome_sight_0034,catalogue,Antica Taverna Mangiabene,"<p>The owners of <strong>Antica Taverna Mangiabene</strong> get their goat&rsquo;s milk, ricotta and rabbit from their hometown in the Sabine Hills. This homely restaurant serves traditional Roman dishes, all matched with exquisite wine from the 80-label-strong list.</p>",TT_ROME089PLAEAT_010,Via Monte Giordano 12,Rome,00186,Piazza Navona & Campo de’ Fiori,,Italy,06 6880 1053,,,,,,,,,,,,www.anticatavernamangiabene.it,,,,"30, 40, 46, 62, 64, 70, 81, 87, 116, 116T, 130F, 186, 190F, 492, 571, 628",Daily,,,TRUE,Partial,,,,,,"For a three-course meal for one with half a bottle of wine (or equivalent meal), taxes and extra charges. : under €30",,,,,<p>Free entry</p>,EUR,41.89952565,12.46920244,TRUE,,FALSE,FALSE,Food and Drink,food-and-drink,,,Around Piazza Navona | Places to Eat | Restaurant |,Traditional Roman,£,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rome_sight_0035,catalogue,Antico Arco,"<p>A historic restaurant perched on the Gianicolo Hill, <strong>Antico Arco</strong> is set in a homely villa and serves inventive dishes based on traditional recipes. There are sommeliers on hand to help choose the perfect accompanying wine. The stone and brick walls add to the atmosphere, and seating upstairs is particularly cozy. End the evening with their famed chocolate souffl&eacute; with a molten centre.</p>","TT_ROME060ROMSPO_005_R10_003_R11_015, TT_ROME149FINDIN_005_R13",Piazzale Aurelio 7,Rome,00152,Trastevere & Janiculum Hill,,Italy,06 581 5274,,,,,,,,,,,,www.anticoarco.it,,,,"115, 710, 870, 984",Daily,,,,,,,,,,"For a three-course meal for one with half a bottle of wine (or equivalent meal), taxes and extra charges. : €50–60",,,,,<p>Free entry</p>,EUR,41.8880852233333,12.4603681133333,TRUE,,FALSE,FALSE,Food and Drink,food-and-drink,,,,Fine Dining,£££,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
