poiID,poiName,overview,xmlID,street,town,postcode,area,county,country,telephoneTitle1,telephone,telephone1,telephoneDetail1,telephoneTitle2,telephone2,telephoneDetail2,telephoneTitle3,telephone3,telephoneDetail3,url,url2,url3,ferry,tram,monorail,train,lightRail,tube,bus,openingTimes,monthsClosed,daysClosed,wheelchairAccess,wheelchairAccessText,foodAndDrink,Shop,guidedTours,audioTours,toursText,adult,concessions,child,childText,priceText,Price - Don’t Touch,currency,lat,long,indoor,timeInMins,unmissable,topChoice,theme,seoURL,metaTITLE,metaDESC,cuisine,priceCat,taxonomy - Don’t Touch,additional_info - Don’t touch,whatsOnTitle1,whatsOnTicketPrice1,whatsOnTheme1,whatsOnDescription1,boxOfficeTelephone1,whatsOnURL1,whatsOnStartDate1,whatsOnEndDate1,whatsOnRepeat1,whatsOnTitle2,whatsOnTicketPrice2,whatsOnTheme2,whatsOnDescription2,boxOfficeTelephone2,whatsOnURL2,whatsOnStartDate2,whatsOnEndDate2,whatsOnRepeat2,whatsOnTitle3,whatsOnTicketPrice3,whatsOnTheme3,whatsOnDescription3,boxOfficeTelephone3,whatsOnURL3,whatsOnStartDate3,whatsOnEndDate3,whatsOnRepeat3,whatsOnTitle4,whatsOnTicketPrice4,whatsOnTheme4,whatsOnDescription4,boxOfficeTelephone4,whatsOnURL4,whatsOnStartDate4,whatsOnEndDate4,whatsOnRepeat4,whatsOnTitle5,whatsOnTicketPrice5,whatsOnTheme5,whatsOnDescription5,boxOfficeTelephone5,whatsOnURL5,whatsOnStartDate5,whatsOnEndDate5,whatsOnRepeat5,whatsOnTitle6,whatsOnTicketPrice6,whatsOnTheme6,whatsOnDescription6,boxOfficeTelephone6,whatsOnURL6,whatsOnStartDate6,whatsOnEndDate6,whatsOnRepeat6,whatsOnTitle7,whatsOnTicketPrice7,whatsOnTheme7,whatsOnDescription7,boxOfficeTelephone7,whatsOnURL7,whatsOnStartDate7,whatsOnEndDate7,whatsOnRepeat7,whatsOnTitle8,whatsOnTicketPrice8,whatsOnTheme8,whatsOnDescription8,boxOfficeTelephone8,whatsOnURL8,whatsOnStartDate8,whatsOnEndDate8,whatsOnRepeat8,whatsOnTitle9,whatsOnTicketPrice9,whatsOnTheme9,whatsOnDescription9,boxOfficeTelephone9,whatsOnURL9,whatsOnStartDate9,whatsOnEndDate9,whatsOnRepeat9,whatsOnTitle10,whatsOnTicketPrice10,whatsOnTheme10,whatsOnDescription10,boxOfficeTelephone10,whatsOnURL10,whatsOnStartDate10,whatsOnEndDate10,whatsOnRepeat10,whatsOnTitle11,whatsOnTicketPrice11,whatsOnTheme11,whatsOnDescription11,boxOfficeTelephone11,whatsOnURL11,whatsOnStartDate11,whatsOnEndDate11,whatsOnRepeat11,whatsOnTitle12,whatsOnTicketPrice12,whatsOnTheme12,whatsOnDescription12,boxOfficeTelephone12,whatsOnURL12,whatsOnStartDate12,whatsOnEndDate12,whatsOnRepeat12,whatsOnTitle13,whatsOnTicketPrice13,whatsOnTheme13,whatsOnDescription13,boxOfficeTelephone13,whatsOnURL13,whatsOnStartDate13,whatsOnEndDate13,whatsOnRepeat13,whatsOnTitle14,whatsOnTicketPrice14,whatsOnTheme14,whatsOnDescription14,boxOfficeTelephone14,whatsOnURL14,whatsOnStartDate14,whatsOnEndDate14,whatsOnRepeat14,whatsOnTitle15,whatsOnTicketPrice15,whatsOnTheme15,whatsOnDescription15,boxOfficeTelephone15,whatsOnURL15,whatsOnStartDate15,whatsOnEndDate15,whatsOnRepeat15,whatsOnTitle16,whatsOnTicketPrice16,whatsOnTheme16,whatsOnDescription16,boxOfficeTelephone16,whatsOnURL16,whatsOnStartDate16,whatsOnEndDate16,whatsOnRepeat16,whatsOnTitle17,whatsOnTicketPrice17,whatsOnTheme17,whatsOnDescription17,boxOfficeTelephone17,whatsOnURL17,whatsOnStartDate17,whatsOnEndDate17,whatsOnRepeat17,whatsOnTitle18,whatsOnTicketPrice18,whatsOnTheme18,whatsOnDescription18,boxOfficeTelephone18,whatsOnURL18,whatsOnStartDate18,whatsOnEndDate18,whatsOnRepeat18,whatsOnTitle19,whatsOnTicketPrice19,whatsOnTheme19,whatsOnDescription19,boxOfficeTelephone19,whatsOnURL19,whatsOnStartDate19,whatsOnEndDate19,whatsOnRepeat19,related,Image Required,SEO file name,caption,credit,number,source,photographer,agency description,info,,imageName
madrid_sight_0021,Aquópolis,"<p>On the outskirts of Madrid,&nbsp;<strong>Aqu&oacute;polis</strong>&nbsp;water park&nbsp;offers a range of giant water slides, toboggans, cascades and spirals. There&rsquo;s also a lake, wave pool and toddlers&rsquo; paddling pool, as well as caf&eacute;s and restaurants.</p>",TT_MADRID052CHIATT_007_R13,Carretera Nacional II (15.5 km) San Fernando de Henares,Madrid,28830,Further Afield,,Spain,,91 673 10 13,,,,,,,,,www.san-fernando.aquopolis.es/,,,,,,,,,,May & Jun: 12:30–7pm; Jul & Aug: noon–8pm,Sep–mid-Jun,,TRUE,,TRUE,TRUE,,,,18.9,15,15,Children under 90cm free,,Adm |,EUR,40.45215725,-3.530425655,FALSE,,FALSE,Family Friendly,Family Friendly,Aquópolis | Madrid | DK Trip Planner,"On the outskirts of Madrid, Aquópolis water park offers a range of water slides. Browse DK Trip Planner for the best family friendly activities in Madrid.",,,,Children’s Attractions | Attraction |,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE, ,,,,,,,nothing available,Family Friendly,
madrid_sight_0022,Arce,"<p>Chueca&rsquo;s top restaurant, <strong>Arce</strong>,&nbsp;is not cheap&nbsp;but it is a real gem. The menu changes regularly to make the most of seasonal produce, such as game and wild mushrooms.&nbsp;</p>",TT_MADRID122PLAEAT_001_R13,Calle Augusto Figueroa 32,Madrid,28004,Chueca and Malasaña,,Spain,,91 522 04 40,,,,,,,,,restaurantearce.com,,,,,,,,Chueca,,Tue–Sat,,"Mon, Sun, Easter, 10–25 Aug",,,,,,,,,,,,,"For a three course meal for one with half a bottle of wine (or equivalent meal), taxes and extra charges. : over €70",EUR,40.422004,-3.696778,TRUE,,FALSE,FALSE,Food and Drink,,,,Contemporary Spanish,£,Chueca and Malasaña | Places to Eat and Drink | Restaurant |,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE, ,,,,,,,,Food and Drink,
madrid_sight_0023,Arco de la Victoria,"<p>Erected in 1956, the <strong>Arco de la Victoria</strong>&nbsp;was designed to celebrate the Nationalist victory in the 1936&ndash;9 Spanish Civil War.</p><p>General Franco would have passed by it each time he came to Madrid from his home in the Palacio de El Pardo. Topped by a green sculpture of a chariot with horses, the arch stands 39 m (128 ft) tall &ndash; one of the city&rsquo;s highest commemorative <em>puertas</em> (gateways). The architects, Pascual Bravo and Modesto L&oacute;pez Otero, built a room high up inside the arch. It contains a 25-sq m (270-sq ft) model of the neighbouring university and the plans for the arch itself. However, it is not open to the public.</p><p>Nearby is the Faro de Moncloa observation tower. Opened in 1992, it measures 92 m (300 ft). The tower offers excellent views of Madrid and the Guadarrama mountains.</p>",EWTG_MADRID110ARCDE,Avenida Arco de la Victoria,Madrid,28040,Further Afield,,Spain,,,,,,,,,,,,,,,,,,,Moncloa,,,,,,,,,,,,,,,,,,EUR,40.435971,-3.720213,FALSE,,FALSE,FALSE,Historic Sights and Landmarks,,,,,,Further Afield |,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Parque del Oeste,FALSE,arco_la_victoria_madrid_glow_qp011_01308.jpg,Arco de la Victoria,&#169;Glow Images/Quickimage,QP011-01308,Glow,Quickimage,"Archway in a city, Arco De La Victoria, Moncloa, Madrid, Spain",,Historic Sights and Landmarks,
madrid_sight_0024,Aroy Thai,<p><strong>Aroy Thai&nbsp;</strong>serves great Thai curries and noodle dishes in an elegantly decorated setting. Tailor your dish to suit your own needs: ask if you want it spicy.</p>,EWTG_MADRID171FURAFI_007,Calle del Comandante Zorita 3,Madrid,28020,Further Afield,,Spain,,91 554 23 88,,,,,,,,,www.aroythai.es,,,,,,,,"Nuevos Ministerios, Cuatro Caminos",,Daily,,,,,,,,,,,,,,,,EUR,40.45014959,-3.698170781,TRUE,,FALSE,FALSE,Food and Drink,,,,International,£,Where To Eat and Drink | | Further Afield |,cuisine: Thai |,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE, ,,,,,,,,Food and Drink,
madrid_sight_0026,Asador Arizmendi,"<p>Madrile&ntilde;os frequent&nbsp;<strong>Asador Arizmendi</strong> for its succulent meat and fish steaks, cooked in the traditional manner over charcoal. Two set-price tasting menus are recommended for those who simply can’t choose, and waiters are on hand to recommend wine pairings. If you still have room, try the&nbsp;<em>panchineta</em> (almond and cream puff pastry).</p>",TT_MADRID068RESTAU_010_R13,Plaza de Tirso de Molina 7,Madrid,28012,Old Madrid,,Spain,,91 429 50 30,,,,,,,,,www.asadorarizmendi.com,,,,,,,,Tirso de Molina,,Daily,10–30 Aug,Easter,,,,,,,,,,,,,"For a three course meal for one with half a bottle of wine (or equivalent meal), taxes and extra charges. : €35–€55",EUR,40.41219849,-3.70450256,TRUE,,FALSE,Food and Drink,Food and Drink,Asador Arizmendi | Madrid | DK Trip Planner,"Asador Arizmendi serves some of the best steaks in Madrid, cooked in the traditional manner over charcoal. Browse DK Trip Planner for Madrid’s top eateries.",,Basque,££,Restaurants |,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE, ,,,,,,,nothing available,Food and Drink,
madrid_sight_0028,Ateneo de Madrid,"<p>Formally founded in 1835, the great cultural institution of&nbsp;<strong>Ateneo de Madrid</strong>&nbsp;is similar to a gentlemen&rsquo;s club in atmosphere, with a grand stairway and panelled hall hung with portraits of famous fellows.</p><p>Often closed down during periods of repression, it is still a mainstay of liberal thought in Spain. Many leading Socialists, writers and other intellectuals are members. The building&rsquo;s stunning library contains over half a million volumes.</p>","EWTG_MADRID078ATEDE, TT_MADRID108BESRES_001",Calle del Prado 21,Madrid,28014,Old Madrid,,Spain,,91 429 17 50,,,,,,,,,ateneodemadrid.com,,,,,,,,"Antón Martín, Sevilla, Sol",,Open for guided tours by appointment only (10am–1pm Mon–Fri),,Public hols,,,TRUE,,TRUE,,,3,0,0,"Min 10 people, max 40",,,EUR,40.41508,-3.698224,TRUE,,FALSE,FALSE,Historic Sights and Landmarks,,,,,,Bourbon Madrid |,"additional_info: Art exhibitions: 5–9pm Mon–Fri. Library: 9am–12:45am Mon–Sat, 9am–9:45 pm Sun |",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,ateneo_madrid_madrid_alamy_c1ncw5.jpg,"Ataneo de Madrid, founded in 1835",&#169;Alamy Images/Bildarchiv Monheim GmbH/Gerhard Hagen,C1NCW5,Alamy,Gerhard Hagen,"Ateneo Bibliothek, Vortragssaal",,Historic Sights and Landmarks,
madrid_sight_0030,Auditorio Nacional de Música,"<p>A modern concert hall located in a residential district north of the centre, <strong>Auditorio Nacional de M&uacute;sica</strong>&nbsp;is the home of the National Orchestra of Spain and the major venue for symphony concerts from October to June. The Orchestra of the Comunidad de Madrid also plays here, as well as international ensembles.</p>",TT_MADRID056ENTVEN_008,Calle del Príncipe de Vergara 146,Madrid,28002,Further Afield,,Spain,,91 337 01 40,,,,,,,,,www.auditorionacional.mcu.es/programacion/portada,,,,,,,,Cruz del Rayo,,Open for events,,,,,,,,,,,,,,,,EUR,40.44665898,-3.677717942,TRUE,,FALSE,Entertainment and Nightlife,Entertainment and Nightlife,Auditorio Nacional de Música | Madrid | DK Trip Planner,Auditorio Nacional de Música is home of the National Orchestra of Spain and the major venue for symphony concerts in Madrid. Browse DK Trip Planner for more.,,,,Entertainment Venues | Attraction | Nightlife |,transport: Metro Cruz del Rayo |,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,auditorio_nacional_m_sica_madrid_dk_al202833.jpg,Auditorio Nacional de Música,&#169;dkimages,AL202833,dk,,,,Entertainment and Nightlife,
madrid_sight_0031,Azca,"<p>In 1969, work began on the development of <strong>Azca</strong>, a &ldquo;mini-Manhattan&rdquo; along the west side of the Paseo de la Castellana. It stretches from the Nuevos Ministerios complex in the south to the Palacio de Congresos y Exposiciones in the north.&nbsp;</p><p>Today, some 30,000 people work in the Azca development, Madrid&rsquo;s main commercial area away from the congested city centre. By day it is a mecca for shoppers, who flock to El Corte Ingl&eacute;s department store and the Moda shopping mall.</p><p>Across from the Plaza de Lima is the Estadio Santiago Bernab&eacute;u, home of Real Madrid Football Club. Major companies operate in the tower blocks, alongside hotels, apartments, cinemas, restaurants and bars, where Madrid&rsquo;s young socialites gather over the weekend. In the centre of Azca is the multi-level pedestrian Plaza Pablo Ru&iacute;z Picasso with trees, benches, fountains and walkways.</p><p>Azca is dominated by the aluminium-clad Torre Picasso, Madrid&rsquo;s tallest office building. Completed in 1989, it has 46 floors, bronzed windows and a heliport. It was designed by Minoru Yamasaki, architect of the twin towers of New York&rsquo;s World Trade Centre, which were destroyed in the terrorist attack of 2001. The Torre Europa on Plaza de Lima is another notable building. Designed by Miguel Oriol e Ybarra and completed in 1982, its exterior concrete supports incorporate a clock. As well as 28 floors of offices, it has three commercial floors below street level.&nbsp;</p>",EWTG_MADRID111AZCA,Azca,Madrid,28046,Further Afield,,Spain,,,,,,,,,,,,,,,,,,,Nuevos Ministerios,,,,,,,TRUE,TRUE,,,,,,,,,Admission charge,EUR,40.448051,-3.691607,TRUE,,FALSE,FALSE,Shopping,,,,,,Further Afield |,"additional_info: Estadio Santiago Bernabéu: Avenida de Concha Espina 1 | additional_info: Tour & Museum: Open 10am–7pm Mon–Sat, 10:30am–6:30pm Sun |",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,azca_madrid_glow_55858.jpg,Skyscrapers in Azca,&#169;Glow Images/F1online/Felix Stenson,55858,Glow,Felix Stenson,Buildings AZCA Madrid Spain,agency,Shopping,
,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE, ,,,,,,,,,
madrid_sight_0033,Banco de España,"<p>Founded in 1856, the <strong>Banco de Espa&ntilde;a </strong>moved into its striking Madrid headquarters in the 1880s. Viewing the vast building, with fa&ccedil;ades facing Paseo del Prado, Plaza de Cibeles and Calle de Alcal&aacute;, you might wonder which is the main entrance. In fact it is the one on the Paseo del Prado, used only for ceremonial occasions nowadays.</p><p>The Bank of Spain&rsquo;s vast main staircase, made of Carrara marble and overlooked by stained-glass windows with mythological and allegorical themes, leads to the Patio del Reloj, a glass-roofed central courtyard with the cashiers&rsquo; windows. It is a fine example of Art Deco design. The library, which is open to researchers, is located in another large hall, the interior of which is made entirely of wrought-iron filigree, painted off-white. There is also an older, smaller library with glassed-in mahogany bookshelves.</p><p>Apart from gold, the bank&rsquo;s main treasure is its art collection. The various meeting rooms and hallways are decorated with the bank&rsquo;s sizeable collection of tapestries, vases, antique furniture and paintings, including a first printing of Goya&rsquo;s series of etchings of bullfighting, the <em>Tauromaquia</em>. In the circular Goya room are eight further paintings by the Spanish master, including portraits of Carlos IV and various governors of the Bank of Spain. <em>In Conde de Floridablanca in the Artist&rsquo;s Studio</em>, rather than looking out at the viewer, Goya is seen gazing at his companion. Beneath the Patio del Reloj, 30 m (98 ft) below street level and off limits to visitors, is a chamber with an island-like structure ringed by a moat. On it is the vault containing the bank&rsquo;s gold. Prior to sophisticated security gadgetry, this chamber would immediately flood if there was any threat of a bank robbery.</p><p>&nbsp;</p>","EWTG_MADRID071BANDE, TT_MADRID086DOWMAD_008",Calle de Alcalá 48,Madrid,28014,Downtown Madrid,,Spain,,91 338 50 00,,,,,,,,,bde.es,,,,,,,,Banco de España,,Open by appointment only (Oct–Jun),Jul–Sep,,,,,,,,,,,,,,,EUR,40.419201,-3.695032214,TRUE,,FALSE,Historic Sights and Landmarks,Historic Sights and Landmarks,Banco de España | Madrid | DK Trip Planner,Banco de España moved into its striking Madrid headquarters in the 1880s. Browse DK Trip Planner for more on Banco de España and other landmarks in Madrid.,,,,Bourbon Madrid |,no_photography |,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Museo del Prado, Museo Thyssen-Bornemisza, Paseo del Prado, Plaza de Cibeles, Plaza de la Lealtad",TRUE,banco_espa_madrid_glow_iblski02153661.jpg,Clock atop the Banco de España,&#169;Glow Images/Stefan Kiefer,iblski02153661,Glow,Stefan Kiefer,"Detail of the roof of the Central Bank of Spain, Banco de Espana, on Plaza de la Cibeles square, Madrid, Spain, Europe",,Historic Sights and Landmarks,
madrid_sight_0035,Bar Tomate,"<p><strong>Bar Tomate</strong> is a fashionable spot for market-style dishes, such as tuna tartare with guacamole or hake baked with olives and tomatoes. DJ sets take place on Friday and Saturday nights.</p>",EWTG_MADRID169AROLA_018,Calle de Fernando el Santo 26,Madrid,28046,Salamanca and Recoletos,,Spain,,91 702 38 70,,,,,,,,,www.grupotragaluz.com/en/restaurants/bar-tomate/‎,,,,,,,,Colón,,Daily,,,,,,,,,,,,,,,,EUR,40.42790424,-3.690513074,TRUE,,FALSE,FALSE,Food and Drink,,,,Mediterranean,£,Where To Eat and Drink | | Around La Castellana |,cuisine: Mediterranean |,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE, ,,,,,,,,Food and Drink,
madrid_sight_0039,Basílica Pontificia de San Miguel,"<p>Standing on the site of an old Romanesque church dedicated to two local child-martyrs put to death by the Romans, the <strong>Bas&iacute;lica Pontificia de San Miguel</strong>&nbsp;is a rare example of Bourbon-inspired Baroque in the middle of old Madrid.</p><p>The basilica was built for Don Luis de Borb&oacute;n y Farnesio, the youngest son of Felipe V and Archbishop of Toledo at only five years of age. Several architects had a hand in its design and construction between 1739 and 1746. The pediment and twin bell towers topping its convex fa&ccedil;ade were, however, added later. Four allegorical statues, representing Charity, Fortitude, Faith and Hope, grace the elegant fa&ccedil;ade. There are also carvings depicting the two child-martyrs, Justo and Pastor.</p><p>Inside the Bas&iacute;lica Pontificia de San Miguel<strong>&nbsp;</strong>there is a single nave, and the roof is supported only by the curved and crossing arches sprouting from the exterior walls. The decor is a curious mixture of old and new &ndash; the frescoes on the ceiling and the organ in the choir date from the 18th century, but many of the paintings and stained-glass windows are contemporary. Today the church is administered by the Catholic organization, Opus Dei, who use it for some of their activities. One of the side chapels, which is dedicated to the organization&rsquo;s founder, Monsignor Jos&eacute; Mar&iacute;a Escriv&aacute; de Balaguer (1902&ndash;75), houses an eerily lifelike statue of him. Concerts of classical music are held some evenings.</p>",EWTG_MADRID050BASPON,Calle de San Justo 4,Madrid,28005,Old Madrid,,Spain,,91 548 40 11,,,,,,,,,www.bsmiguel.es,,,,,,,,Sol,,Summer: 10am–1:15pm & 6–9:15pm daily; Winter: 9:45am–1:30pm & 5:30–9pm daily (open later weekends),,,,,,,,,,,,,,,,EUR,40.414269,-3.7097,TRUE,,FALSE,Religious Buildings,"Religious Buildings, Historic Sights and Landmarks",Basílica Pontificia de San Miguel | Madrid | DK Trip Planner,Basílica Pontificia de San Miguel is a rare example of Bourbon-inspired Baroque in the middle of old Madrid. Browse DK Trip Planner for more on the Basílica.,,,,Old Madrid |,no_photography |,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,bas_lica_pontificia_san_miguel_madrid_alamy_a398jd.jpg,Entrance to the Basílica Pontificia de San Miguel,&#169;Alamy Images/Alex Fairweather,A398JD,Alamy,Alex Fairweather,"Basilica Pontificia de San Miguel, Madrid",,"Religious Buildings, Historic Sights and Landmarks",
madrid_sight_0040,Bistrot Maximilian,"<p>Handily located near the Opera House, <strong>Bistrot Maximilian</strong>&nbsp;serves a select menu of classic French dishes. Choose to dine in the restaurant&rsquo;s elegant dining room or on the charming terrace.</p>",EWTG_MADRID166OLDMAD_015,Calle Santiago 10,Madrid,28013,Old Madrid,,Spain,,91 758 76 50,,,,,,,,,,,,,,,,,Ópera,,Tue–Sun,,Mon,,,,,,,,,,,,,,EUR,40.41637548,-3.710101247,TRUE,,FALSE,FALSE,Food and Drink,,,,French,£,Where To Eat and Drink | | Old Madrid |,cuisine: French |,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE, ,,,,,,,,Food and Drink,
madrid_sight_0047,Bodega Santa Cecilia,"<p><strong>Bodega Santa Cecilia</strong>&nbsp;wine cellar is popular not only for its range (more than 4,000 labels), but also for the quality and affordability of its wines. The owners keep prices down by scouring the countryside for lesser known vineyards.</p>",TT_MADRID048TOP10_009,Calle Blasco de Garay 74,Madrid,28015,Further Afield,,Spain,,91 445 52 83,,,,,,,,,www.santacecilia.es,,,,,,,,Islas Filipinas,,10am–9pm Mon–Sat,,Sun,,,,,,,,,,,,,,EUR,40.437051,-3.711287,TRUE,,FALSE,FALSE,Shopping,,,,,,Top 10 Spanish Theme Shops | Shopping |,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,bodega_santa_cecilia_madrid.jpg,"Bodega Santa Cecilia, famous for its selection of wine",&#169;Bodega Santa Cecilia,,,,,,Shopping,
madrid_sight_0048,Bodegas El Maño,"<p>Old fashioned wine cellar <strong>Bodegas El Ma&ntilde;o</strong>&nbsp;really looks the part, with fluted columns and painted barrels. A range of draught vermouth, beers and wine to choose from, plus a good range of tapas &ndash; the stuffed squid goes down a treat.</p>",TT_MADRID123TABERN_007,Calle de la Palma 64,Madrid,28015,Chueca and Malasaña,,Spain,,91 521 50 57,,,,,,,,,,,,,,,,,Noviciado,,"Daily, Mon–Thu dinner only, Sunday lunch only",Aug,"24–25 & 31 Dec, 1 Jan",,,,,,,,,,,,,"For a three course meal for one with half a bottle of wine (or equivalent meal), taxes and extra charges. : under €25",EUR,40.426775,-3.708357,TRUE,,FALSE,FALSE,Food and Drink,,,,Tapas,£,Chueca and Malasaña | Tabernas | Nightlife | Restaurant |,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE, ,,,,,,,,Food and Drink,
madrid_sight_0053,Bodegas Rosell,"<p>Established in 1920, <strong>Bodegas Rosell</strong> is a&nbsp;classic Madrid tavern serving great value wine and generous portions of delicious tapas. Reserve a table or you may have to stand at the bar.&nbsp;</p>",TT_MADRID077PLAEAT_010_R13,Calle General Lacy 14,Madrid,28045,Further Afield,,Spain,,91 467 84 58,,,,,,,,,www.bodegasrosell.es,,,,,,,,Palos de la Frontera,,"Tue–Sun, Sun lunch only",Aug,"Mon, Easter",,,,,,,,,,,,,"For a three course meal for one with half a bottle of wine (or equivalent meal), taxes and extra charges. : under €25",EUR,40.40385539,-3.69079415,TRUE,,FALSE,FALSE,Food and Drink,,,,Traditional Spanish,£,Around Paseo del Prado | Places to Eat | Restaurant |,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE, ,,,,,,,,Food and Drink,
