poiID,type,poiName,overview,xmlID,street,town,postcode,area,county,country,telephoneDetail2,telephone,telephoneTitle1,telephone1,telephoneDetail1,telephoneTitle2,telephone2,telephoneTitle3,telephone3,telephoneDetail3,url,train ,tube,tram,bus,openingTimes,monthsClosed,daysClosed,wheelchairAccess,wheelchairAccessText,foodAndDrink,Shop,guidedTours,audioTours,toursText,Price - to be deleted once entered,adult,concessions,child,childText,currency,lat,long,indoor,timeInMins,unmissable,topChoice,theme,taxonomy - to be deleted later,cuisine,priceCat,additional_info,Image Required,SEO file name,caption,credit,number,source,photographer,agency description,info,imageName
rome_sight_1101,,Time Elevator,,,Via dei Santissimi Apostoli 20,Rome,00187,Piazza di Spagna & Trevi Fountain,,Italy,,06 6992 1823,,,,,,,,,www.time-elevator.it,,Barberini,,"53, 62, 63, 81, 83, 85, 117, 119, 160, 160F, 175, 492, 628, N4, N5",10:30am–8:15pm daily; movie screenings every hour,,,TRUE,"Yes, but not to toilets |",,,,,,,12,9,9,,EUR,41.898476,12.482311,TRUE,,FALSE,Family Friendly,"Family Friendly, Art Galleries and Museums",,,,,TRUE,time_elevator_rome_dk_AL228747,Time Elevator,&#169;dkimages,AL228747,,,,,time_elevator_rome_dk_AL22
rome_sight_1104,catalogue,Tomb of Cecilia Metella,"One of the most famous landmarks on the Via Appia Antica is the huge tomb built for the noblewoman Cecilia Metella. Her father and husband were rich patricians and successful generals of late Republican Rome, but hardly anything is known about the woman herself. Byron muses over her unknown destiny in his poem Childe Harold. In 1302 Pope Boniface VIII donated the tomb to his family, the Caetani. They incorporated it in a fortified castle that blocked the Via Appia, allowing them to control the traffic on the road and exact high tolls. The marble facing of the tomb was pillaged by another pope, Sixtus V, at the end of the 16th century. On the opposite side of the road stands what remains of the early 14th-century church of San Nicola. |",EWTG_ROME266TOMCEC,Via Appia Antica 161,Rome,00178,Beyond the Centre,,Italy,,06 3996 7700,,,,,,,,,,,,,"118, 660",9am–1 hr before sunset Tue–Sun,,Mon,,,,,,,,,,,,,EUR,41.852182,12.52105,TRUE,,FALSE,,Ancient Ruins,FURTHER AFIELD |,,,,TRUE,tomb_of_cecilia_metella_rome_dk_AL588723,Tomb of Cecilia Metella,&#169;dkimages,AL588723,,,,,tomb_of_cecilia_metella_rome_dk_AL58
rome_sight_1105,catalogue,Tomb of the Scipios,"The Scipios were a family of conquering generals. Southern Italy, Corsica, Algeria, Spain and Asia Minor all fell to their victorious Roman armies. The most famous of these generals was Publius Cornelius Scipio Africanus, who defeated the great Carthaginian general Hannibal at the Battle of Zama in 202 BC (see 500 BC). Scipio Africanus himself was not buried here in the family tomb, but at Liternum near Naples, where he owned a favourite villa. The Tomb of the Scipios was discovered in 1780. It contained various sarcophagi, statues and niches with terracotta burial urns. Many of the originals have now been moved to the Vatican Museums and copies stand in their place. The earliest sarcophagus was that of Cornelius Scipio Barbatus, consul in 298 BC, for whom the tomb was built. Members of his illustrious family continued to be buried here up to the middle of the 2nd century BC. Excavations in the area have revealed a columbarium similar to that of Pomponius Hylas, a Christian catacomb and a three-storey house dating from the 3rd century AD, which was built over the Tomb of the Scipios. |",EWTG_ROME195TOMSCI,Via di Porta San Sebastiano 9,Rome,00179,Ancient Rome,,Italy,,06 0608,,,,,,,,,,,,,"218, 360, 628",Guided tours only; phone ahead,,,,,,,TRUE,,,,,,,,EUR,41.876663,12.499479,TRUE,,FALSE,,Ancient Ruins,CARACALLA |,,,,TRUE,tomb_scipios_rome_getty_122221071,Bust of Publius Cornelius Scipio Africanus,&#169;Getty Images/De Agostini,122221071,Getty Images,De Agostini,,,tomb_scipios_rome_getty_12222
rome_sight_1106,catalogue,Too Much,"This colourful, two-storey shop sells quirky, fun objects for the home, as well as design items and souvenirs with a twist.",TT_ROME087SHOPS_024_R13,Via Santa Maria dell’Anima 29,Rome,00186,Piazza Navona & Campo de’ Fiori,,Italy,,06 6830 1187,,,,,,,,,www.toomuch.it,,,,"30, 70, 81, 87, 116, 116T, 130F, 186, 492, 628, C3, N7",12pm–1am daily,,,,,,,,,,,,,,,EUR,41.898632,12.4723159999999,TRUE,,FALSE,,Shopping,Around Piazza Navona | Shops | Shopping |,,,,FALSE,,,,,,,,,#VALUE!
rome_sight_1107,catalogue,Torre dell’ Orologio,"Borromini built this clock tower to decorate one corner of the Convent of the Oratorians of San Filippo Neri in 1647–9. It is typical of Borromini in that the front and rear are concave and the sides convex. The mosaic of the Madonna beneath the clock is by Pietro da Cortona, while on the corner of the building is a small tabernacle to the Madonna flanked by angels in the style of Bernini. |",EWTG_ROME125TORDEL,Piazza dell’Orologio,Rome,00186,Piazza Navona & Campo de’ Fiori,,Italy,,,,,,,,,,,,,,,"40, 46, 62, 64, 70, 81, 87, 116T, 130F, 186, 492, 571, 628, 916, 916F",,,,,,,,,,,,,,,,EUR,41.898857343779,12.4687964794652,FALSE,,FALSE,,Historic Sights and Landmarks,"Historic Buildings, Streets and Piazzas | PIAZZA NAVONA |",,,,TRUE,torre_orologio_rome_alamy_C8B5C7, Torre dell' Orologio,&#169;Alamy Images/Vito Arcomano ,C8B5C7,Alamy,Vito Arcomano ,,,torre_orologio_rome_alamy_C8
rome_sight_1108,catalogue,Torre delle Milizie,"For centuries this massive brick tower was thought to have been the one in which Nero stood watching Rome burn, after he had set it alight to clear the city’s slums. It is uncertain whether arson was among Nero’s crimes, but it is certain that he did not watch the fire from this tower – it was built in the 13th century. |. ADD LOCATED IN ROMAN FORUM TO OVERVIEW",EWTG_ROME090TORDEL,"Mercati Traianei, Via IV Novembre",Rome,00187,Ancient Rome,,Italy,,06 679 0048,,,,,,,,,,,"Colosseo, Cavour",,"40, 60, 64, 70,117, 170, H, N7, N8, N9, N15, N18",Closed to the public,,,,,,,,,,,,,,,EUR,41.8965256497072,12.4871676468353,FALSE,,FALSE,,Historic Sights and Landmarks,"Historic Buildings, Streets and Piazzas | FORUM |",,,,TRUE,torre_milizie_rome_dreamstime_ 30711943,Torre delle Milizie,&#169;Dreamstime.com/Danileon,30711943,dreamstime,Danileon,,,torre_milizie_rome_dreamstime__3071
rome_sight_1109,,Trajan’s Column,,,Via dei Fori Imperiali,Rome,00187,Ancient Rome,,Italy,,,,,,,,,,,,,"Cavour, Colosseo",,"H, 40, 53, 60, 64, 70, 71, 80, 85, 87, 117, 170, 175, 186, 271, 571, 810",,,,TRUE,,,,TRUE,,"Hourly, 35 mins long from Palazzo Valentini in Italian Only, 10am–5pm",,,,,,EUR,41.8957086672895,12.484449119049,FALSE,,FALSE,,Ancient Ruins,,,,,TRUE,trajan_s_column_rome_dk_AL592300,Trajan’s Column,&#169;dkimages,AL592300,,,,,trajan_s_column_rome_dk_AL59
rome_sight_1114,,Trajan’s Markets,,,"Mercati Traianei, Via IV Novembre",Rome,00187,Ancient Rome,,Italy,,06 6992 3521,,,,,,,,,www.mercatiditraiano.it,,"Cavour, Colosseo",,"53, 80, 85, 87, 175, 186, 271, 571, 810",9am–7pm Tue–Sun,,"Mon, 25 Dec, 1 Jan, 1 May",TRUE,,,TRUE,,TRUE,Audioguides (€5) are available in all major European languages and make the visit more enjoyable. |,,11,9,9,under 6s Fre,EUR,41.895461,12.486039,TRUE,,FALSE,Ancient Ruins,Historic Sights and Landmarks,,,,,TRUE,trajan_s_markets_rome_dk_AL228617,Trajan’s Markets,&#169;dkimages,AL228617,,,,,trajan_s_markets_rome_dk_AL22
rome_sight_1119,catalogue,Trattoria,The Sicilian-inspired dishes are light and pleasing at this eatery.,TT_ROME097PLAEAT_007_R13,Via del Pozzo delle Cornacchie 25,Rome,00186,Piazza Navona & Campo de’ Fiori,,Italy,,06 6830 1427,,,,,,,,,,,,,"30, 70, 81, 87, 116, 116T, 130F, 186, 492, 628, C3, N7",Mon–Sat,,Sun,,,,,,,,"For a three-course meal for one with half a bottle of wine (or equivalent meal), taxes and extra charges. : €50–60",,,,,EUR,41.8999783866667,12.4756400466667,TRUE,,FALSE,,Food and Drink,Around the Pantheon | Places to Eat | Restaurant |,,,,FALSE,,,,,,,,,#VALUE!
rome_sight_1120,catalogue,Trattoria Enoteca Corsi,This wine shop has grown into a thriving restaurant (lunch only) serving delicious traditional cuisine at affordable prices. Check the blackboard for the daily specials.,TT_ROME097PLAEAT_004,Via del Gèsu 87,Rome,00186,Piazza Navona & Campo de’ Fiori,,Italy,,06 679 0821,,,,,,,,,www.enotecacorsi.com,,,,"30, 46, 62, 63, 64, 70, 81, 87, 116, 116T, 119, 130F, 186, 190F, 492, 571, 628",Mon–Sat,,Sun,,,,,,,,"For a three-course meal for one with half a bottle of wine (or equivalent meal), taxes and extra charges. : under €30",,,,,EUR,41.896759,12.478781,TRUE,,FALSE,,"Food and Drink, Shopping",Around the Pantheon | Places to Eat | Restaurant |,,,,FALSE,,,,,,,,,#VALUE!
rome_sight_1121,,Trattoria Monti,,,Via di San Vito 13A,Rome,00185,Ancient Rome,,Italy,,06 446 6573,,,,,,,,,,,,,"360, 590, 649","Tue–Sun, Sun lunch only",Aug,Mon,,,,,,,,,,,,,EUR,41.895599,12.501993,TRUE,,FALSE,,Food and Drink,,Traditional Roman,£,,FALSE,,,,,,,,,#VALUE!
rome_sight_1124,catalogue,Tre Archi,A local trattoria with two small rooms and a famed Roman set menu.,TT_ROME089PLAEAT_007,Via dei Coronari 233,Rome,00186,Piazza Navona & Campo de’ Fiori,,Italy,,06 686 5890,,,,,,,,,,,,,"30, 70, 81, 87, 116, 116T, 130F, 186, 492, 628, C3, N7",Mon–Sat,,Sun,,,,,,,,"For a three-course meal for one with half a bottle of wine (or equivalent meal), taxes and extra charges. : under €30",,,,,EUR,41.9004874133333,12.47064464,TRUE,,FALSE,,Food and Drink,Around Piazza Navona | Places to Eat | Restaurant |,,,,FALSE,,,,,,,,,#VALUE!
rome_sight_1125,,Tre Scalini,,,Piazza Navona 28,Rome,00186,Piazza Navona & Campo de’ Fiori,,Italy,,06 6880 1996,,,,,,,,,www.trescalini.it,,,,"30, 70, 81, 87, 116, 116T, 130F, 186, 492, 628, C3, N7",OPENING HOURS,,,,,,,,,,,,,,,EUR,41.89934,12.472736,TRUE,,FALSE,,Cafes and Bars,,,,,FALSE,,,,,,,,,#VALUE!
rome_sight_1128,,Trevi Fountain,,,Piazza di Trevi,Rome,00187,Piazza di Spagna & Trevi Fountain,,Italy,,,,,,,,,,,,,,,"C3, 52, 53, 61, 62, 63, 71, 80, 81, 85, 116, 117, 119, 160, 175, 492, 628, 630",,,,,,,,,,,,,,,,EUR,41.900904,12.483188,FALSE,,TRUE,"Historic Sights and Landmarks, Fountains and Obelisks","Historic Sights and Landmarks, Fountains and Obelisks",,,,,TRUE,trevi_fountain_rome_dk_AL590269,Trevi Fountain,&#169;dkimages,AL590269,,,,,trevi_fountain_rome_dk_AL59
rome_sight_1134,catalogue,Trimani,"A classy wine bar with a full menu of soups, pastas, cheeses and cured meats.",TT_ROME137PLAEAT_006,Via Cernaia 37/B,Rome,,,,,,06 446 9630,,,,,,,,,,,,,,opening_info: Closed Sun |,,,TRUE,,,,,,,"For a three-course meal for one with half a bottle of wine (or equivalent meal), taxes and extra charges. : under €30",,,,,EUR,41.9064369867788,12.5001634061663,,,FALSE,,,The Quirinal and Via Veneto | Places to Eat | Restaurant |,,,,FALSE,,,,,,,,,#VALUE!
rome_sight_1137,,Trinità dei Monti,,,Piazza della Trinità dei Monti,Rome,00187,Piazza di Spagna & Trevi Fountain,,Italy,,06 679 4179,,,,,,,,,,,Spagna,,"116, 117, 119, 590",9am–7pm Tue–Sun,,"Mon, 1pm–3pm Tue, Fri",,,,,,,,,,,,,EUR,41.9062035642471,12.4833239614963,TRUE,,FALSE,,Religious Buildings,,,,,TRUE,trinita_dei_monti_rome_dk_AL589518,Trinità dei Monti,&#169;dkimages,AL589518,,,,,trinita_dei_monti_rome_dk_AL58
,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,#VALUE!
rome_sight_1145,catalogue,UPIM,"The trendy and more expensive branch of this mid-range department store chain. Stocks popular clothing brands, design objects for the home and body products.",TT_ROME130CLODIS_007_R13,Via Vincenzo Gioberti 64,Rome,00185,Ancient Rome,,Italy,,06 446 5579,,,,,,,,,www.upim.it,Termini,Termini,Farini,"70, 71, 105, 105L, 150F, N1, N12, N18","9am–8:30pm Mon–Sat, 9am–8pm Sun",,,,,,,,,,,,,,,EUR,41.8979561066667,12.4996726566667,TRUE,,FALSE,,Shopping,The Esquiline and Lateran | Clothing and Discount Shops | Shopping |,,,,FALSE,,,,,,,,,#VALUE!
rome_sight_1146,,Urbana 47,"Thanks to an efficient direct supply chain, this restaurant is able to offer healthy and flavourful meals prepared with zero-km ingredients. Used furniture combined with design pieces create a funky and eclectic setting to enjoy local, in-season high-quality food at very reasonable prices. Menu created by Michelin-starred chefs. Live music on weekends.",,Via Urbana 47 ,Rome,00184,Ancient Rome,,Italy,,06 4788 4006,,,,,,,,,www.urbana47.it,Termini,Cavour,,"75, C3, N2","Daily dinner only, Sat & Sun lunch",,,,,,,,,,,,,,,EUR,41.895785,12.494051,TRUE,,FALSE,Food and Drink,"Food and Drink, Entertainment and Nightlife",,Modern Italian,£,,TRUE,urbana_47_rome_mar_9477.jpg,Waiter at Urbana 47,&#169;Urbana 47/Marco Martinelli,,,,,asked info@urbana47.it,urbana_47_rome_mar_9477
,,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,#VALUE!
rome_sight_1148,catalogue,Valentino,,TT_ROME114HIGFAS_004,Via dei Condotti 15,Rome,00187,Piazza di Spagna & Trevi Fountain,,Italy,,06 673 9420,,,,,,,,,www.valentino.com,,Spagna,,"117, 119",OPENING HOURS,,,,,,,,,,,,,,,EUR,41.9079055433333,12.4796539466667,TRUE,,FALSE,,Shopping,The Spanish Steps and Villa Borghese | High Fashion Boutiques | Shopping |,,,,FALSE,,,,,,,,,#VALUE!
rome_sight_1152,,Vatican City,,,,Rome,00120,The Vatican,,Italy,,,,,,,,,,,www.vaticanstate.va/content/vaticanstate,"Roma S.Pietro, Valle Aurelia","Ottaviano, Cipro, Valle Aurelia","Ottaviano, Risorgimento- San Pietro","23, 34, 46, 49, 64, 271, 982, N11",,,,,,,,,,,,,,,,EUR,41.902565,12.453858,FALSE,,FALSE,,"Religious Buildings, Historic Sights and Landmarks",,,,,TRUE,vatican_city_rome_dk_AL590212,St Peter's statue in Homonymous square,&#169;dkimages,AL590212,,,,,vatican_city_rome_dk_AL59
rome_sight_1159,catalogue,Vatican Corridor,"Locally known as the Passetto (small corridor), this long passageway was built into the fortifications during medieval times. Intended as a link between the Vatican and the fortress of Castel Sant’Angelo, it constituted a fortified escape route which could also be used to control the strategic Borgo area. Arrows and other missiles could be fired from its bastions onto the streets and houses below. The corridor was used in 1494 by Pope Alexander VI Borgia when Rome was invaded by King Charles VIII of France. In 1527 it enabled Pope Clement VII to take refuge in Castel Sant’Angelo, as the troops commanded by the Constable of Bourbon began the Sack of Rome. |",EWTG_ROME228VATCOR,Castel Sant’Angelo to the Vatican,Rome,00193,The Vatican,,Italy,,,,,,,,,,,,,,,"23, 34, 40, 62",Closed to the public,,,,,,,,,,,,,,,EUR,41.903299,12.462024,TRUE,,FALSE,,"Religious Buildings, Historic Sights and Landmarks",VATICAN |,,,,TRUE,vatican_corridor_roma_getty_164084454,"Portrait of Pope Alexander VI, Vatican Corridor",&#169;Getty Images/De Agostini ,164084454,Getty Images,De Agostini,,,vatican_corridor_roma_getty_16408
rome_sight_1160,catalogue,Vatican Gardens,"Typical 16th-century Italianate gardens of lawns, woods, grottoes and fountains. Structures include the first Vatican radio tower, designed by Marconi in 1931, Pier Luigi Nervi’s shell-shaped audience hall (1971) and the Mannerist Casina of Pius IV (1558–61), home to the Pontifical Academy of Sciences.",TT_ROME138TRAPRA_006,Viale Vaticano,Rome,00120,The Vatican,,Italy,,,,,,,,,,,www.vaticanstate.va/content/vaticanstate/en/monumenti/giardini-vaticani.html,"Roma S.Pietro, Valle Aurelia","Ottaviano, Cipro, Valle Aurelia","Ottaviano, Risorgimento- San Pietro","23, 34, 46, 49, 64, 271, 982, N11",OPENING HOURS,,,TRUE,,,,TRUE,TRUE,"Every day except Wed and Sun; €32 full, €24 reduced; The ticket includes: admission to the Museums (without guided tour), guided tour of the Gardens and rental of audio guides.",Adm €31 |,,,,,EUR,41.902277,12.45109,FALSE,,FALSE,,Green Spaces,Trastevere and Prati | Attraction | Attraction |,,,additional_info: Tours daily except Wed and Sun | additional_info: ( or ) |,TRUE,vatican_gardens_rome_dk_AL229835,Vatican Gardens,&#169;dkimages,AL229835,,,,,vatican_gardens_rome_dk_AL22
rome_sight_1161,catalogue,Vatican Grottoes,The famous Red Wall behind which Peter was supposedly buried was discovered under the Vatican in the 1940s (see Crypt ).,TT_ROME052UNDSIG_003,"Basilica di San Pietro, Piazza San Pietro",Rome,00120,The Vatican,,Italy,,06 6988 3731,,,,,,,,,www.vatican.va/various/basiliche/san_pietro/index_it.htm,"Roma S.Pietro, Valle Aurelia","Ottaviano, Cipro, Valle Aurelia","Ottaviano, Risorgimento- San Pietro","23, 34, 46, 49, 64, 271, 982, N11",Oct–Mar: 7am–6:30pm; Apr–Sep: 7am–7pm,,,,,,,,,,,,,,,EUR,41.90183,12.455099,TRUE,,FALSE,,Historic Sights and Landmarks,Underground Attraction |,,,,TRUE,vatican_grottoes_roma_getty_159619202,"Tomb of Pius XI, Vatican Grottoes",&#169;Getty Images/DeAgostini,159619202,Getty Images,DeAgostini,,,vatican_grottoes_roma_getty_15961
rome_sight_1162,,Vatican Museums and Sistine Chapel,,,Viale Vaticano,Rome,00165,The Vatican,,Italy,, 06 6988 4676,,,,,,,,,www.museivaticani.va,Valle Aurelia,"Ottaviano, Cipro",Risorgimento- San Pietro,"23, 49, 62, 81, 492, 990",9am–6pm Mon–Sat (last adm: 4pm),,"Sun (except the last Sun of every month, free entrance from 9 am to 12.30 pm; the Museums close at 2 pm unless it coincides with Easter Sun, 29 Jun, 25 & 26 Dec), 1 & 6 Jan, 11 Feb, 19 & 31 Mar, 1 Apr, 1 May, 29 Jun, 14 & 15 Aug, 1 Nov, 25 & 26 Dec",TRUE,special routes.,TRUE,TRUE,TRUE,TRUE,"Full: €32, reduced: €24 (6–18 years, students under 26); The ticket includes: admission to the Museums, guided tour and rental of audio-guides.",(free last Sun of month). |,16,8,8,"under 6s free, last Sun of each month free to all",EUR,41.906433,12.453581,TRUE,,TRUE,Art Galleries and Museums,"Art Galleries and Museums, Religious Buildings, Historic Sights and Landmarks",,,,,TRUE,vatican_museums_and_sistine_chapel_rome_dk_AL591987,Vatican Museums and Sistine Chapel,&#169;dkimages,AL591987,,,,,vatican_museums_and_sistine_chapel_rome_dk_AL59
rome_sight_1166,catalogue,Vecchia Roma,"One of Rome’s finest institutions, noted for its historic interior, excellent service and superb wine list.",TT_ROME107ROMJEW_003,Piazza Campitelli 18,Rome,00186,Piazza Navona & Campo de’ Fiori,,Italy,,06 686 4604,,,,,,,,,www.ristorantevecchiaroma.com,,,Arenula/cairoli,"30, 44, 44F, 63, 81, 83, 85, 87, 130F, 160, 160F, 170, 175, 271, 628",Thu–Tue,,"Wed, 2 weeks in Aug",,,,,,,,"For a three-course meal for one with half a bottle of wine (or equivalent meal), taxes and extra charges. : over €60",,,,,EUR,41.893453,12.479189,TRUE,,FALSE,,Food and Drink,Campo de’ Fiori to the Capitoline | Roman and Jewish Restaurants | Restaurant |,,,,FALSE,,,,,,,,,#VALUE!
rome_sight_1167,,Velando,Fantastic little restaurant serving modern takes on well-loved classic dishes from Rome and beyond. Much attention to detail.,,Borgo Vittorio 26 ,Rome,00193,The Vatican,,Italy,,06 6880 9955,,,,,,,,,www.ristorantevelando.it,,Ottaviano,Risorgimento- San Pietro,"23, 271, 982, N11",Mon–Sat,,Sun,,,,,,,,,,,,,EUR,41.904235,12.460719,TRUE,,FALSE,,Food and Drink,,Modern Italian,££,,FALSE,,,,,,asked info@ristorantevelando.it,,,#VALUE!
rome_sight_1168,,Veranda,"Stunning setting in a frescoed palace with vaulted ceilings and low lighting. Selective menu offers finely-tuned pastas, meat, and fish.",,Via della Conciliazione 33 ,Rome,00193,The Vatican,,Italy,,06 687 2973,,,,,,,,,www.laveranda.net,,Ottaviano,Risorgimento- San Pietro,"23, 271, 982, N11",Tue–Sun,,Mon (bar and snack service),,,,,,,,,,,,,EUR,41.902137,12.461043,TRUE,,FALSE,,Food and Drink,,,,,FALSE,,,,,,asked a.neroni@laveranda.net,,,#VALUE!
rome_sight_1169,catalogue,Vertecchi,"The queen of Rome’s stationery stores, with hundreds of types of pens (the fancier ones are sold next door at No. 72), thousands of notebooks and the very best in art supplies.",TT_ROME115SPESHO_005_R12,Via della Croce 70,Rome,00187,Piazza di Spagna & Trevi Fountain,,Italy,,06 332 2821,,,,,,,,,www.vertecchi.com,,Spagna,,"117, 119",10am–7:30pm Mon–Sat,,Sun,,,,,,,,,,,,,EUR,41.9061148328407,12.4792560562491,TRUE,,FALSE,,Shopping,The Spanish Steps and Villa Borghese | Specialist Shops | Shopping |,,,,FALSE,,,,,,,,,#VALUE!
rome_sight_1170,,Via Appia Antica,,,"Catacombs of San Callisto: Via Appia Antica 126, Catacombs of Domitilla: Via delle Sette Chiese 282, Catacombs of San Sebastiano: Via Appia Antica 136, Tomb of Cecilia Metella: Via Appia Antica 161, Parco della Caffarella office: Largo Tacchi Venturi",Rome,"00179, 00147, 00179, 00178, 00179",Beyond the Centre,,Italy,,"Catacombs of San Callisto: 06 5130 1580, Catacombs of Domitilla: 06 511 0342, Catacombs of San Sebastiano: 06 785 0350, Tomb of Cecilia Metella: 06 3996 7700 or 06 0608",,,,,,,,,"www.parcoappia antica.it, www.catacombe.roma.it, www.domitilla.info, www.catacombe.org, www.060608.it, www.caffarella.it",,,,"Catacombs of San Callisto: 118, 218, Catacombs of Domitilla: 218, 716, San Sebastiano: 118, 218, Cecilia Metella: 660","<p><strong>Catacombs of San Callisto</strong>: 9am–noon & 2–5pm Thu–Tue</p><p><strong>Catacombs of Domitilla</strong>: 9am–noon & 2–5pm Wed–Mon</p><p><strong>Catacombs of San Sebastiano</strong>: 10am–5pm Mon–Sat</p><p><strong>Tomb of Cecilia Metella</strong>: 9am onwards daily, closing time varies</p><p><strong>Parco della Caffarella</strong>: Summer: 9am–5:30pm Mon–Sat; Winter: 9am–4:30pm<p>",,"Catacombs of San Callisto: Wed, Catacombs of Domitilla: Tue, Catacombs of San Sebastiano: Sun, Parco della Caffarella: Sun",,,,TRUE,,,,,"Catacombs of San Callisto: 8, Catacombs of Domitilla: 8, Catacombs of San Sebastiano: 8, Tomb of Cecilia Metella: 7","Catacombs of San Callisto: 5, Catacombs of Domitilla: 5, Catacombs of San Sebastiano: 8, Tomb of Cecilia Metella: 4","Catacombs of San Callisto: 5, Catacombs of Domitilla: 5, Catacombs of San Sebastiano: 5, Tomb of Cecilia Metella: 0","Catacombs of San Callisto: under 15s reduced, under 5s free, Catacombs of Domitilla: under 15s reduced, under 5s free, Catacombs of San Sebastiano: under 15s reduced, under 5s free, Tomb of Cecilia Metella: Ticket is valid for 7 days to the tomb, Villa dei Quintili and Baths of Caracalla",EUR,41.8088350286902,12.5691331923007,FALSE,,FALSE,,"Ancient Ruins, Green Spaces",,,,,TRUE,via_appia_antica_rome_dk_AL593310,Via Appia Antica,&#169;dkimages,AL593310,,,,,via_appia_antica_rome_dk_AL59
rome_sight_1174,catalogue,Via Appia Nuova,"A popular shopping street in the San Giovanni district. There are several high-level boutiques as well as bargain shops, midrange department stores and small fashion retailers, including Leam, Teichner and Barrita Boutique .",TT_ROME068SHOSTR_019_R13,Via Appia Nuova,Rome,00178,Beyond the Centre,,Italy,,,,,,,,,,,,,Colli Albani,,"660, 661, 663, 664, 765, N26",,,,,,,,,,,,,,,,EUR,41.85569,12.538992,FALSE,,FALSE,,Shopping,Shopping Streets |,,,,FALSE,,,,,,,,,#VALUE!
rome_sight_1175,catalogue,Via Borgognona,"The other major street for top-name fashion, second only and parallel to Via dei Condotti. Here’s where Dolce e Gabbana, Fendi, Ferrè, Givenchy and Versace have all set up shop. Don’t omit nearby Piazza di Spagna, which is home to Fendi, Missoni and Krizia (see High Fashion Boutiques ).",TT_ROME068SHOSTR_004,Via Borgognona,Rome,00187,Piazza di Spagna & Trevi Fountain,,Italy,,,,,,,,,,,,,Spagna,,"81, 117, 119, 590, 628, N6, N25",,,,,,,,,,,,,,,,EUR,41.904796,12.481155,FALSE,,FALSE,Shopping,Shopping,Shopping Streets |,,,,TRUE,via_borgogna_roma_alamy_D2XRD0,"Window display at a shop, Via Borgognona",&#169;Alamy Images/Gari Wyn Williams ,D2XRD0,alamy,Gari Wyn Williams ,,,via_borgogna_roma_alamy_D2
rome_sight_1176,catalogue,Via Cola di Rienzo,"This is Rome’s best street for middle-range clothing. There are also a few shoe shops and a department store. For hard-to-find international and traditional food items, Castroni is the city’s best shop, while nearby Franchi is famous for its cheese selection.",TT_ROME068SHOSTR_003,Via Cola di Rienzo,Rome,00192,The Vatican,,Italy,,,,,,,,,,,,,"Ottaviano, Lepanto",Risorgimento- San Pietro,"70, 81, 87, 224, 280, 913, 913F,913FL, 926, N6, N7",,,,,,,,,,,,,,,,EUR,41.908154,12.46566,FALSE,,FALSE,Shopping,Shopping,Shopping Streets |,,,,TRUE,via_cola_di_rienzo_rome_dk_AL229692,Inside a shop on Via Cola di Rienzo,&#169;dkimages,AL229692,,,,,via_cola_di_rienzo_rome_dk_AL22
rome_sight_1177,,Via dei Condotti,,,Via dei Condotti,Rome,00187,Piazza di Spagna & Trevi Fountain,,Italy,,,,,,,,,,,,,Spagna,,"81, 116, 117, 119, 492",,,,,,,,,,,,,,,,EUR,41.90505,12.480327,FALSE,,FALSE,Shopping,Shopping,,,,,TRUE,via_dei_condotti_rome_dk_AL229518,"Signage, Via dei Condotti",&#169;dkimages,AL229518,,,,,via_dei_condotti_rome_dk_AL22
rome_sight_1181,,Via dei Coronari,,,Via dei Coronari,Rome,00186,Piazza Navona & Campo de’ Fiori,,Italy,,,,,,,,,,,,,,,"30, 40, 46, 62, 64, 70, 81, 87, 98, 116, 130, 186, 280, 492, 628, 870, 881, C3",,,,TRUE,,,,,,,,,,,,EUR,41.9005182518183,12.4697801470756,FALSE,,FALSE,Shopping,"Shopping, Historic Sights and Landmarks",,,,,TRUE,via_dei_coronari_rome_dk_AL230684,Via dei Coronari,&#169;dkimages,AL230684,,,,,via_dei_coronari_rome_dk_AL23
rome_sight_1186,catalogue,Via dei Giubbonari,"Named for the traditional giubbotti (jackets) whose makers and sellers used to populate this street, Via dei Giubbonari is still noted for its stylish clothing and down-to-earth prices. Sports-wear, shoes, trendy styles and classics for men and women are all available here (see Shops ).",TT_ROME068SHOSTR_010,Via dei Giubbonari,Rome,00186,Piazza Navona & Campo de’ Fiori,,Italy,,,,,,,,,,,,,,Arenula/cairoli,"30, 46, 62, 64, 70, 81, 87, 130F, 186, 492, 571, 628, 916, 916F, N5",,,,,,,,,,,,,,,,EUR,41.894479,12.473623,FALSE,,FALSE,,Shopping,Shopping Streets |,,,,FALSE,,,,,,,,,#VALUE!
